Date,High,Low,Open,Close,Volume,Adj Close
2020-03-31,39.5,37.9900016784668,39.099998474121094,38.459999084472656,3072500,38.459999084472656
2020-04-01,37.13999938964844,35.59000015258789,36.540000915527344,36.060001373291016,2812600,36.060001373291016
2020-04-02,37.59000015258789,35.77000045776367,36.060001373291016,37.56999969482422,3112700,37.56999969482422
2020-04-03,37.04999923706055,33.86000061035156,36.97999954223633,34.59000015258789,3275400,34.59000015258789
2020-04-06,38.52000045776367,36.369998931884766,36.630001068115234,36.95000076293945,4605100,36.95000076293945
2020-04-07,39.45000076293945,36.79999923706055,39.33000183105469,37.02000045776367,3567800,37.02000045776367
2020-04-08,39.18000030517578,37.279998779296875,38.209999084472656,38.84000015258789,2623300,38.84000015258789
2020-04-09,41.66999816894531,39.5099983215332,39.599998474121094,40.7599983215332,2493400,40.7599983215332
2020-04-13,40.36000061035156,38.0099983215332,40.0,39.650001525878906,2034200,39.650001525878906
2020-04-14,41.5099983215332,39.93000030517578,41.25,41.0,1769000,41.0
2020-04-15,39.150001525878906,38.11000061035156,38.439998626708984,38.59000015258789,1994300,38.59000015258789
2020-04-16,39.5,36.939998626708984,39.31999969482422,37.70000076293945,3260600,37.70000076293945
2020-04-17,41.34000015258789,38.720001220703125,40.84000015258789,39.970001220703125,5134500,39.970001220703125
2020-04-20,42.33000183105469,40.54999923706055,40.810001373291016,41.38999938964844,2871300,41.38999938964844
2020-04-21,40.29999923706055,38.439998626708984,39.650001525878906,38.970001220703125,2718600,38.970001220703125
2020-04-22,41.04999923706055,39.95000076293945,40.93000030517578,40.779998779296875,2550400,40.779998779296875
2020-04-23,41.84000015258789,40.66999816894531,41.0,40.880001068115234,2234200,40.880001068115234
2020-04-24,40.79999923706055,39.70000076293945,40.720001220703125,39.95000076293945,1757300,39.95000076293945
2020-04-27,40.7400016784668,40.029998779296875,40.5099983215332,40.59000015258789,2211700,40.59000015258789
2020-04-28,42.369998931884766,40.810001373291016,41.779998779296875,40.84000015258789,2176900,40.84000015258789
2020-04-29,44.91999816894531,43.38999938964844,43.650001525878906,44.90999984741211,3336200,44.90999984741211
2020-04-30,44.849998474121094,42.66999816894531,44.849998474121094,43.349998474121094,2094200,43.349998474121094
2020-05-01,42.31999969482422,41.40999984741211,42.25,42.099998474121094,1402300,42.099998474121094
2020-05-04,40.959999084472656,39.849998474121094,40.52000045776367,40.70000076293945,2038600,40.70000076293945
2020-05-05,41.65999984741211,40.619998931884766,40.650001525878906,40.7599983215332,1290000,40.7599983215332
2020-05-06,41.689998626708984,40.70000076293945,41.56999969482422,40.7400016784668,1218300,40.7400016784668
2020-05-07,41.630001068115234,40.16999816894531,40.7599983215332,40.310001373291016,2188500,40.310001373291016
